Hermione_Granger,11426
Draco_Malfoy,6408
Harry_Potter,3659
Severus_Snape,2723
Original_Female_Character,2198
Lily_Evans_Potter,1599
Reader,1577
Ginny_Weasley,1569
James_Potter,1417
Ron_Weasley,1012
Sirius_Black,954
Fred_Weasley,874
Remus_Lupin,816
Tom_Riddle,701
Lucius_Malfoy,600
Pansy_Parkinson,559
Neville_Longbottom,499
George_Weasley,465
Luna_Lovegood,462
Nymphadora_Tonks,363
Newt_Scamander,334
Narcissa_Black_Malfoy,330
Charlie_Weasley,315
Theodore_Nott,257
Tina_Goldstein,255
Voldemort,247
Scorpius_Malfoy,238
Rose_Weasley,230
Blaise_Zabini,218
Astoria_Greengrass,198
Fleur_Delacour,181
Original_Character,180
Bellatrix_Black_Lestrange,174
Daphne_Greengrass,174
Bill_Weasley,172
Regulus_Black,152
Cedric_Diggory,141
Viktor_Krum,138
Marlene_McKinnon,118
Teddy_Lupin,117
Minerva_McGonagall,111
Percy_Weasley,104
Oliver_Wood,102
Andromeda_Black_Tonks,95
Arthur_Weasley,94
Molly_Weasley,93
Victoire_Weasley,89
Original_Male_Character,86
Lily_Luna_Potter,81
Loki_,79
Tony_Stark,73
Theseus_Scamander,73
Lavender_Brown,69
James_Sirius_Potter,68
Ted_Tonks,68
Thorfinn_Rowle,67
Marcus_Flint,65
Cho_Chang,63
Angelina_Johnson,63
Fenrir_Greyback,62
Katie_Bell,61
Antonin_Dolohov,61
Kylo_Ren,61
Steve_Rogers,59
Albus_Dumbledore,58
Hannah_Abbott,53
Leta_Lestrange,53
Rey,48
Cormac_McLaggen,43
Millicent_Bulstrode,42
Petunia_Evans_Dursley,32
