Harry_Potter,17228
Draco_Malfoy,12223
Sirius_Black,5183
Remus_Lupin,4768
Severus_Snape,2824
Hermione_Granger,1900
Tom_Riddle,1475
Voldemort,1102
Albus_Dumbledore,824
Gellert_Grindelwald,787
James_Potter,713
Scorpius_Malfoy,704
Bellatrix_Black_Lestrange,685
Albus_Severus_Potter,661
Ginny_Weasley,636
Ron_Weasley,568
Luna_Lovegood,503
Original_Percival_Graves,493
Newt_Scamander,465
Pansy_Parkinson,427
Oliver_Wood,411
Lucius_Malfoy,381
Regulus_Black,374
Fleur_Delacour,343
Narcissa_Black_Malfoy,332
Neville_Longbottom,307
Percy_Weasley,290
James_Sirius_Potter,262
Blaise_Zabini,224
Teddy_Lupin,222
Credence_Barebone,220
Charlie_Weasley,196
Theodore_Nott,189
Marcus_Flint,183
George_Weasley,181
Original_Male_Character,173
Cedric_Diggory,171
Theseus_Scamander,166
Fred_Weasley,150
Seamus_Finnigan,138
Dean_Thomas,131
Lily_Evans_Potter,111
Reader,90
Lavender_Brown,88
Original_Female_Character,84
Andromeda_Black_Tonks,75
Viktor_Krum,74
Marlene_McKinnon,72
Minerva_McGonagall,65
Cho_Chang,64
Bill_Weasley,63
Godric_Gryffindor,62
Bartemius_Crouch_Jr.,61
Salazar_Slytherin,60
Parvati_Patil,60
Dorcas_Meadowes,57
Original_Character,46
Daphne_Greengrass,45
Gilderoy_Lockhart,39
Tony_Stark,31
