Female Harry Potter,49
Teacher - Student Relationship,10
Vaginal Sex,10
Good Severus Snape,9
Slow Burn,8
Rape/Non - con Elements,8
Alpha Severus Snape,7
Alpha/Omega,7
Alternate Universe - Always a Different Sex,7
Top Severus Snape,7
Female Harry,7
Mating Cycles/In Heat,6
Powerful Harry,6
Alternate Universe,6
Smut,6
Implied/Referenced Child Abuse,6
Romance,5
Omega Harry,5
girl!Harry,5
Alternate Universe - Canon Divergence,5
Manipulative Albus Dumbledore,5
Masturbation,5
Alternate Universe - Gender Changes,5
Slytherin Harry Potter,5
Time Travel,5
Omega Harry Potter,4
Severus Snape Has a Heart,4
Alpha/Beta/Omega Dynamics,4
Mentor Severus Snape,4
Pregnancy,4
Vaginal Fingering,4
Albus Dumbledore Bashing,4
Dirty Talk,4
Smart Harry Potter,4
Older Man/Younger Woman,4
Implied/Referenced Rape/Non - con,4
Explicit Sexual Content,4
Plot What Plot/Porn Without Plot,4
Eventual Romance,4
Magically Powerful Harry Potter,4
Smart Harry,4
Horcrux Hunting,3
Parent/Child Incest,3
Angst,3
Hermione Granger Bashing,3
Ron Weasley Bashing,3
Post - War,3
Detention,3
Underage Sex,3
Evil Albus Dumbledore,3
Self - Esteem Issues,3
Dubious Consent,3
Gender or Sex Swap,3
Genderbending,3
Alternate Universe - Time Travel,3
Fem!Harry,3
Mating,2
Breeding,2
Female Friendship,2
Snape smokes,2
background Tracey Davis/Daphne Greengrass,2
Dont copy to another site,2
POV Severus Snape,2
Omega Verse,2
Forced Abortion,2
Tags May Change,2
Falling In Love,2
Sexy Harry Potter,2
One Shot,2
Bottom Harry,2
Bestiality,2
Oral Sex,2
Impregnation,2
Mutual Masturbation,2
femalesnape,2
Horcruxes,2
Hogwarts,2
Goblins,2
Eventual Smut,2
Girl - Who - Lived (Harry Potter),2
Gags,2
Humiliation,2
Anal Fingering,2
Past Rape/Non - con,2
Triwizard Tournament,2
Bodyswap,2
Severus Snape is Bad at Feelings,2
Severus Snape Needs a Hug,2
Headmaster Severus Snape,2
Portrait Albus Dumbledore - Freeform,2
none,2
Mating Bond,2
Mating Bites,2
Knotting,2
Sex,2
Fluff and Angst,2
Pregnancy Kink,2
Established Relationship,2
Book 5: Harry Potter and the Order of the Phoenix,2
Book 6: Harry Potter and the Half - Blood Prince,2
Book 7: Harry Potter and the Deathly Hallows,2
